dataset,datafile,filter_function,processing time
small,"barabasi_albert_graph(50,40).json",den_0_5,0.030211925506591797
small,"barabasi_albert_graph(50,40).json",ev_1,0.008038997650146484
small,"barabasi_albert_graph(50,40).json",ev_2,0.008038997650146484
small,"barabasi_albert_graph(50,40).json",ev_3,0.008038997650146484
small,"barabasi_albert_graph(50,40).json",ev_4,0.008038997650146484
small,"barabasi_albert_graph(50,40).json",ev_5,0.008038997650146484
small,"barabasi_albert_graph(50,40).json",ev_norm_1,0.008107900619506836
small,"barabasi_albert_graph(50,40).json",ev_norm_2,0.008107900619506836
small,"barabasi_albert_graph(50,40).json",ev_norm_3,0.008107900619506836
small,"barabasi_albert_graph(50,40).json",ev_norm_4,0.008107900619506836
small,"barabasi_albert_graph(50,40).json",ev_norm_5,0.008107900619506836
small,"octahedral_graph().json",agd,0.00020194053649902344
small,"octahedral_graph().json",ecc,0.00025010108947753906
small,"octahedral_graph().json",pr_0_85,0.0006692409515380859
small,"octahedral_graph().json",fv,0.02137589454650879
small,"octahedral_graph().json",den_0_5,0.00022912025451660156
small,"octahedral_graph().json",ev_1,0.00168609619140625
small,"octahedral_graph().json",ev_2,0.00168609619140625
small,"octahedral_graph().json",ev_3,0.00168609619140625
small,"octahedral_graph().json",ev_4,0.00168609619140625
small,"octahedral_graph().json",ev_5,0.00168609619140625
small,"octahedral_graph().json",ev_norm_1,0.0031502246856689453
small,"octahedral_graph().json",ev_norm_2,0.0031502246856689453
small,"octahedral_graph().json",ev_norm_3,0.0031502246856689453
small,"octahedral_graph().json",ev_norm_4,0.0031502246856689453
small,"octahedral_graph().json",ev_norm_5,0.0031502246856689453
small,"random_lobster(10,0_6,0_4).json",agd,0.007423877716064453
small,"random_lobster(10,0_6,0_4).json",ecc,0.009917259216308594
small,"random_lobster(10,0_6,0_4).json",pr_0_85,0.018815994262695312
small,"random_lobster(10,0_6,0_4).json",fv,0.021687984466552734
small,"random_lobster(10,0_6,0_4).json",fv_norm,0.012386083602905273
small,"random_lobster(10,0_6,0_4).json",den_0_5,0.008685827255249023
small,"random_lobster(10,0_6,0_4).json",ev_1,0.004556179046630859
small,"random_lobster(10,0_6,0_4).json",ev_2,0.004556179046630859
small,"random_lobster(10,0_6,0_4).json",ev_3,0.004556179046630859
small,"random_lobster(10,0_6,0_4).json",ev_4,0.004556179046630859
small,"random_lobster(10,0_6,0_4).json",ev_5,0.004556179046630859
small,"random_lobster(10,0_6,0_4).json",ev_norm_1,0.005318164825439453
small,"random_lobster(10,0_6,0_4).json",ev_norm_2,0.005318164825439453
small,"random_lobster(10,0_6,0_4).json",ev_norm_3,0.005318164825439453
small,"random_lobster(10,0_6,0_4).json",ev_norm_4,0.005318164825439453
small,"random_lobster(10,0_6,0_4).json",ev_norm_5,0.005318164825439453
small,"connected_caveman_graph(4,3).json",agd,0.00047016143798828125
small,"connected_caveman_graph(4,3).json",ecc,0.0006098747253417969
small,"connected_caveman_graph(4,3).json",pr_0_85,0.007300138473510742
small,"connected_caveman_graph(4,3).json",fv,0.0164947509765625
small,"connected_caveman_graph(4,3).json",fv_norm,0.014332294464111328
small,"connected_caveman_graph(4,3).json",den_0_5,0.0005548000335693359
small,"connected_caveman_graph(4,3).json",ev_1,0.0038738250732421875
small,"connected_caveman_graph(4,3).json",ev_2,0.0038738250732421875
small,"connected_caveman_graph(4,3).json",ev_3,0.0038738250732421875
small,"connected_caveman_graph(4,3).json",ev_4,0.0038738250732421875
small,"connected_caveman_graph(4,3).json",ev_5,0.0038738250732421875
small,"connected_caveman_graph(4,3).json",ev_norm_1,0.002803802490234375
small,"connected_caveman_graph(4,3).json",ev_norm_2,0.002803802490234375
small,"connected_caveman_graph(4,3).json",ev_norm_3,0.002803802490234375
small,"connected_caveman_graph(4,3).json",ev_norm_4,0.002803802490234375
small,"connected_caveman_graph(4,3).json",ev_norm_5,0.002803802490234375
small,"duplication_divergence_graph(50,0_5).json",agd,0.01547694206237793
small,"duplication_divergence_graph(50,0_5).json",ecc,0.011991739273071289
small,"duplication_divergence_graph(50,0_5).json",pr_0_85,0.03812694549560547
small,"duplication_divergence_graph(50,0_5).json",fv,0.014555215835571289
small,"duplication_divergence_graph(50,0_5).json",fv_norm,0.010703086853027344
small,"duplication_divergence_graph(50,0_5).json",den_0_5,0.011625051498413086
small,"duplication_divergence_graph(50,0_5).json",ev_1,0.0055408477783203125
small,"duplication_divergence_graph(50,0_5).json",ev_2,0.0055408477783203125
small,"duplication_divergence_graph(50,0_5).json",ev_3,0.0055408477783203125
small,"duplication_divergence_graph(50,0_5).json",ev_4,0.0055408477783203125
small,"duplication_divergence_graph(50,0_5).json",ev_5,0.0055408477783203125
small,"duplication_divergence_graph(50,0_5).json",ev_norm_1,0.006913900375366211
small,"duplication_divergence_graph(50,0_5).json",ev_norm_2,0.006913900375366211
small,"duplication_divergence_graph(50,0_5).json",ev_norm_3,0.006913900375366211
small,"duplication_divergence_graph(50,0_5).json",ev_norm_4,0.006913900375366211
small,"duplication_divergence_graph(50,0_5).json",ev_norm_5,0.006913900375366211
small,"watts_strogatz_graph(100,3,0.05).json",agd,0.01147007942199707
small,"watts_strogatz_graph(100,3,0.05).json",ecc,0.01742076873779297
small,"watts_strogatz_graph(100,3,0.05).json",pr_0_85,0.023994922637939453
small,"watts_strogatz_graph(100,3,0.05).json",fv,0.023865222930908203
small,"watts_strogatz_graph(100,3,0.05).json",fv_norm,0.016955852508544922
small,"watts_strogatz_graph(100,3,0.05).json",den_0_5,0.012865781784057617
small,"watts_strogatz_graph(100,3,0.05).json",ev_1,0.005350828170776367
small,"watts_strogatz_graph(100,3,0.05).json",ev_2,0.005350828170776367
small,"watts_strogatz_graph(100,3,0.05).json",ev_3,0.005350828170776367
small,"watts_strogatz_graph(100,3,0.05).json",ev_4,0.005350828170776367
small,"watts_strogatz_graph(100,3,0.05).json",ev_5,0.005350828170776367
small,"watts_strogatz_graph(100,3,0.05).json",ev_norm_1,0.01976299285888672
small,"watts_strogatz_graph(100,3,0.05).json",ev_norm_2,0.01976299285888672
small,"watts_strogatz_graph(100,3,0.05).json",ev_norm_3,0.01976299285888672
small,"watts_strogatz_graph(100,3,0.05).json",ev_norm_4,0.01976299285888672
small,"watts_strogatz_graph(100,3,0.05).json",ev_norm_5,0.01976299285888672
small,"w_source_connected_caveman_graph[7,4].json",agd,0.0029549598693847656
small,"w_source_connected_caveman_graph[7,4].json",ecc,0.004260063171386719
small,"w_source_connected_caveman_graph[7,4].json",pr_0_85,0.010040998458862305
small,"w_source_connected_caveman_graph[7,4].json",fv,0.07487201690673828
small,"w_source_connected_caveman_graph[7,4].json",fv_norm,0.01979517936706543
small,"w_source_connected_caveman_graph[7,4].json",den_0_5,0.0037450790405273438
small,"w_source_connected_caveman_graph[7,4].json",ev_1,0.002886056900024414
small,"w_source_connected_caveman_graph[7,4].json",ev_2,0.002886056900024414
small,"w_source_connected_caveman_graph[7,4].json",ev_3,0.002886056900024414
small,"w_source_connected_caveman_graph[7,4].json",ev_4,0.002886056900024414
small,"w_source_connected_caveman_graph[7,4].json",ev_5,0.002886056900024414
small,"w_source_connected_caveman_graph[7,4].json",ev_norm_1,0.0043430328369140625
small,"w_source_connected_caveman_graph[7,4].json",ev_norm_2,0.0043430328369140625
small,"w_source_connected_caveman_graph[7,4].json",ev_norm_3,0.0043430328369140625
small,"w_source_connected_caveman_graph[7,4].json",ev_norm_4,0.0043430328369140625
small,"w_source_connected_caveman_graph[7,4].json",ev_norm_5,0.0043430328369140625
small,"connected_caveman_graph(7,4).json",agd,0.003271818161010742
small,"connected_caveman_graph(7,4).json",ecc,0.0035238265991210938
small,"connected_caveman_graph(7,4).json",pr_0_85,0.0066318511962890625
small,"connected_caveman_graph(7,4).json",fv,0.011855125427246094
small,"connected_caveman_graph(7,4).json",fv_norm,0.012434959411621094
small,"connected_caveman_graph(7,4).json",den_0_5,0.0030829906463623047
small,"connected_caveman_graph(7,4).json",ev_1,0.0032923221588134766
small,"connected_caveman_graph(7,4).json",ev_2,0.0032923221588134766
small,"connected_caveman_graph(7,4).json",ev_3,0.0032923221588134766
small,"connected_caveman_graph(7,4).json",ev_4,0.0032923221588134766
small,"connected_caveman_graph(7,4).json",ev_5,0.0032923221588134766
small,"connected_caveman_graph(7,4).json",ev_norm_1,0.005382061004638672
small,"connected_caveman_graph(7,4).json",ev_norm_2,0.005382061004638672
small,"connected_caveman_graph(7,4).json",ev_norm_3,0.005382061004638672
small,"connected_caveman_graph(7,4).json",ev_norm_4,0.005382061004638672
small,"connected_caveman_graph(7,4).json",ev_norm_5,0.005382061004638672
small,"connected_caveman_graph(4,5).json",agd,0.0016560554504394531
small,"connected_caveman_graph(4,5).json",ecc,0.002089977264404297
small,"connected_caveman_graph(4,5).json",pr_0_85,0.004307985305786133
small,"connected_caveman_graph(4,5).json",fv,0.01866292953491211
small,"connected_caveman_graph(4,5).json",fv_norm,0.015753984451293945
small,"connected_caveman_graph(4,5).json",den_0_5,0.001950979232788086
small,"connected_caveman_graph(4,5).json",ev_1,0.0035200119018554688
small,"connected_caveman_graph(4,5).json",ev_2,0.0035200119018554688
small,"connected_caveman_graph(4,5).json",ev_3,0.0035200119018554688
small,"connected_caveman_graph(4,5).json",ev_4,0.0035200119018554688
small,"connected_caveman_graph(4,5).json",ev_5,0.0035200119018554688
small,"connected_caveman_graph(4,5).json",ev_norm_1,0.00436091423034668
small,"connected_caveman_graph(4,5).json",ev_norm_2,0.00436091423034668
small,"connected_caveman_graph(4,5).json",ev_norm_3,0.00436091423034668
small,"connected_caveman_graph(4,5).json",ev_norm_4,0.00436091423034668
small,"connected_caveman_graph(4,5).json",ev_norm_5,0.00436091423034668
small,"barbell_graph(3,4).json",agd,0.0005750656127929688
small,"barbell_graph(3,4).json",ecc,0.0004508495330810547
small,"barbell_graph(3,4).json",pr_0_85,0.0020570755004882812
small,"barbell_graph(3,4).json",fv,0.01807999610900879
small,"barbell_graph(3,4).json",fv_norm,0.01270604133605957
small,"barbell_graph(3,4).json",den_0_5,0.0015370845794677734
small,"barbell_graph(3,4).json",ev_1,0.00613093376159668
small,"barbell_graph(3,4).json",ev_2,0.00613093376159668
small,"barbell_graph(3,4).json",ev_3,0.00613093376159668
small,"barbell_graph(3,4).json",ev_4,0.00613093376159668
small,"barbell_graph(3,4).json",ev_5,0.00613093376159668
small,"barbell_graph(3,4).json",ev_norm_1,0.005420684814453125
small,"barbell_graph(3,4).json",ev_norm_2,0.005420684814453125
small,"barbell_graph(3,4).json",ev_norm_3,0.005420684814453125
small,"barbell_graph(3,4).json",ev_norm_4,0.005420684814453125
small,"barbell_graph(3,4).json",ev_norm_5,0.005420684814453125
small,"beach.json",agd,0.061937808990478516
small,"beach.json",ecc,0.037480831146240234
small,"beach.json",pr_0_85,0.045391082763671875
small,"beach.json",den_0_5,0.06345605850219727
small,"beach.json",ev_1,0.005405902862548828
small,"beach.json",ev_2,0.005405902862548828
small,"beach.json",ev_3,0.005405902862548828
small,"beach.json",ev_4,0.005405902862548828
small,"beach.json",ev_5,0.005405902862548828
small,"beach.json",ev_norm_1,0.007926702499389648
small,"beach.json",ev_norm_2,0.007926702499389648
small,"beach.json",ev_norm_3,0.007926702499389648
small,"beach.json",ev_norm_4,0.007926702499389648
small,"beach.json",ev_norm_5,0.007926702499389648
small,"lollipop_graph(5,4).json",agd,0.0003058910369873047
small,"lollipop_graph(5,4).json",ecc,0.00043582916259765625
small,"lollipop_graph(5,4).json",pr_0_85,0.00427699089050293
small,"lollipop_graph(5,4).json",fv,0.009506702423095703
small,"lollipop_graph(5,4).json",fv_norm,0.009388923645019531
small,"lollipop_graph(5,4).json",den_0_5,0.0006098747253417969
small,"lollipop_graph(5,4).json",ev_1,0.001934051513671875
small,"lollipop_graph(5,4).json",ev_2,0.001934051513671875
small,"lollipop_graph(5,4).json",ev_3,0.001934051513671875
small,"lollipop_graph(5,4).json",ev_4,0.001934051513671875
small,"lollipop_graph(5,4).json",ev_5,0.001934051513671875
small,"lollipop_graph(5,4).json",ev_norm_1,0.00344085693359375
small,"lollipop_graph(5,4).json",ev_norm_2,0.00344085693359375
small,"lollipop_graph(5,4).json",ev_norm_3,0.00344085693359375
small,"lollipop_graph(5,4).json",ev_norm_4,0.00344085693359375
small,"lollipop_graph(5,4).json",ev_norm_5,0.00344085693359375
small,"connected_caveman_graph(4,2).json",agd,5.412101745605469e-05
small,"connected_caveman_graph(4,2).json",ecc,6.29425048828125e-05
small,"connected_caveman_graph(4,2).json",pr_0_85,0.00025391578674316406
small,"connected_caveman_graph(4,2).json",fv,0.00014495849609375
small,"connected_caveman_graph(4,2).json",fv_norm,0.000164031982421875
small,"connected_caveman_graph(4,2).json",den_0_5,0.00013399124145507812
small,"connected_caveman_graph(4,2).json",ev_1,0.0016689300537109375
small,"connected_caveman_graph(4,2).json",ev_norm_1,0.0028100013732910156
small,"relaxed_caveman_graph[5,4 ,0.1, seed=42].json",agd,0.0005497932434082031
small,"relaxed_caveman_graph[5,4 ,0.1, seed=42].json",ecc,0.0007221698760986328
small,"relaxed_caveman_graph[5,4 ,0.1, seed=42].json",pr_0_85,0.0038912296295166016
small,"relaxed_caveman_graph[5,4 ,0.1, seed=42].json",fv,0.013503074645996094
small,"relaxed_caveman_graph[5,4 ,0.1, seed=42].json",fv_norm,0.010022163391113281
small,"relaxed_caveman_graph[5,4 ,0.1, seed=42].json",den_0_5,0.0007028579711914062
small,"relaxed_caveman_graph[5,4 ,0.1, seed=42].json",ev_1,0.01089787483215332
small,"relaxed_caveman_graph[5,4 ,0.1, seed=42].json",ev_2,0.01089787483215332
small,"relaxed_caveman_graph[5,4 ,0.1, seed=42].json",ev_3,0.01089787483215332
small,"relaxed_caveman_graph[5,4 ,0.1, seed=42].json",ev_4,0.01089787483215332
small,"relaxed_caveman_graph[5,4 ,0.1, seed=42].json",ev_5,0.01089787483215332
small,"relaxed_caveman_graph[5,4 ,0.1, seed=42].json",ev_norm_1,0.0049648284912109375
small,"relaxed_caveman_graph[5,4 ,0.1, seed=42].json",ev_norm_2,0.0049648284912109375
small,"relaxed_caveman_graph[5,4 ,0.1, seed=42].json",ev_norm_3,0.0049648284912109375
small,"relaxed_caveman_graph[5,4 ,0.1, seed=42].json",ev_norm_4,0.0049648284912109375
small,"relaxed_caveman_graph[5,4 ,0.1, seed=42].json",ev_norm_5,0.0049648284912109375
small,"frucht_graph().json",agd,0.0005600452423095703
small,"frucht_graph().json",ecc,0.0006771087646484375
small,"frucht_graph().json",pr_0_85,0.0011639595031738281
small,"frucht_graph().json",fv,0.022885799407958984
small,"frucht_graph().json",fv_norm,0.037444114685058594
small,"frucht_graph().json",den_0_5,0.0006201267242431641
small,"frucht_graph().json",ev_1,0.0022280216217041016
small,"frucht_graph().json",ev_2,0.0022280216217041016
small,"frucht_graph().json",ev_3,0.0022280216217041016
small,"frucht_graph().json",ev_4,0.0022280216217041016
small,"frucht_graph().json",ev_5,0.0022280216217041016
small,"frucht_graph().json",ev_norm_1,0.0031249523162841797
small,"frucht_graph().json",ev_norm_2,0.0031249523162841797
small,"frucht_graph().json",ev_norm_3,0.0031249523162841797
small,"frucht_graph().json",ev_norm_4,0.0031249523162841797
small,"frucht_graph().json",ev_norm_5,0.0031249523162841797
small,"miserables.json",agd,0.04004812240600586
small,"miserables.json",ecc,0.03490400314331055
small,"miserables.json",pr_0_85,0.03990483283996582
small,"miserables.json",fv,0.2684342861175537
small,"miserables.json",fv_norm,0.023684978485107422
small,"miserables.json",den_0_5,0.044924259185791016
small,"miserables.json",ev_1,0.00890207290649414
small,"miserables.json",ev_2,0.00890207290649414
small,"miserables.json",ev_3,0.00890207290649414
small,"miserables.json",ev_4,0.00890207290649414
small,"miserables.json",ev_5,0.00890207290649414
small,"miserables.json",ev_norm_1,0.009077072143554688
small,"miserables.json",ev_norm_2,0.009077072143554688
small,"miserables.json",ev_norm_3,0.009077072143554688
small,"miserables.json",ev_norm_4,0.009077072143554688
small,"miserables.json",ev_norm_5,0.009077072143554688
small,"connected_caveman_graph(5,4).json",agd,0.0013391971588134766
small,"connected_caveman_graph(5,4).json",ecc,0.0018558502197265625
small,"connected_caveman_graph(5,4).json",pr_0_85,0.005140066146850586
small,"connected_caveman_graph(5,4).json",fv,0.01310110092163086
small,"connected_caveman_graph(5,4).json",fv_norm,0.012235164642333984
small,"connected_caveman_graph(5,4).json",den_0_5,0.0016069412231445312
small,"connected_caveman_graph(5,4).json",ev_1,0.003323793411254883
small,"connected_caveman_graph(5,4).json",ev_2,0.003323793411254883
small,"connected_caveman_graph(5,4).json",ev_3,0.003323793411254883
small,"connected_caveman_graph(5,4).json",ev_4,0.003323793411254883
small,"connected_caveman_graph(5,4).json",ev_5,0.003323793411254883
small,"connected_caveman_graph(5,4).json",ev_norm_1,0.009526968002319336
small,"connected_caveman_graph(5,4).json",ev_norm_2,0.009526968002319336
small,"connected_caveman_graph(5,4).json",ev_norm_3,0.009526968002319336
small,"connected_caveman_graph(5,4).json",ev_norm_4,0.009526968002319336
small,"connected_caveman_graph(5,4).json",ev_norm_5,0.009526968002319336
small,"moebius_kantor_graph.json",agd,0.0010199546813964844
small,"moebius_kantor_graph.json",ecc,0.0015099048614501953
small,"moebius_kantor_graph.json",pr_0_85,0.0011970996856689453
small,"moebius_kantor_graph.json",fv,0.022853851318359375
small,"moebius_kantor_graph.json",fv_norm,0.022480249404907227
small,"moebius_kantor_graph.json",den_0_5,0.0009520053863525391
small,"moebius_kantor_graph.json",ev_1,0.0019609928131103516
small,"moebius_kantor_graph.json",ev_2,0.0019609928131103516
small,"moebius_kantor_graph.json",ev_3,0.0019609928131103516
small,"moebius_kantor_graph.json",ev_4,0.0019609928131103516
small,"moebius_kantor_graph.json",ev_5,0.0019609928131103516
small,"moebius_kantor_graph.json",ev_norm_1,0.003606081008911133
small,"moebius_kantor_graph.json",ev_norm_2,0.003606081008911133
small,"moebius_kantor_graph.json",ev_norm_3,0.003606081008911133
small,"moebius_kantor_graph.json",ev_norm_4,0.003606081008911133
small,"moebius_kantor_graph.json",ev_norm_5,0.003606081008911133
small,"random_lobster(5,0_6,0_4).json",agd,0.0013592243194580078
small,"random_lobster(5,0_6,0_4).json",ecc,0.0017657279968261719
small,"random_lobster(5,0_6,0_4).json",pr_0_85,0.009308815002441406
small,"random_lobster(5,0_6,0_4).json",fv,0.01276707649230957
small,"random_lobster(5,0_6,0_4).json",fv_norm,0.012669086456298828
small,"random_lobster(5,0_6,0_4).json",den_0_5,0.0012280941009521484
small,"random_lobster(5,0_6,0_4).json",ev_1,0.0021190643310546875
small,"random_lobster(5,0_6,0_4).json",ev_2,0.0021190643310546875
small,"random_lobster(5,0_6,0_4).json",ev_3,0.0021190643310546875
small,"random_lobster(5,0_6,0_4).json",ev_4,0.0021190643310546875
small,"random_lobster(5,0_6,0_4).json",ev_5,0.0021190643310546875
small,"random_lobster(5,0_6,0_4).json",ev_norm_1,0.003468036651611328
small,"random_lobster(5,0_6,0_4).json",ev_norm_2,0.003468036651611328
small,"random_lobster(5,0_6,0_4).json",ev_norm_3,0.003468036651611328
small,"random_lobster(5,0_6,0_4).json",ev_norm_4,0.003468036651611328
small,"random_lobster(5,0_6,0_4).json",ev_norm_5,0.003468036651611328
small,"connected_caveman_graph(4,4).json",agd,0.0010759830474853516
small,"connected_caveman_graph(4,4).json",ecc,0.001377105712890625
small,"connected_caveman_graph(4,4).json",pr_0_85,0.004464864730834961
small,"connected_caveman_graph(4,4).json",fv,0.016950130462646484
small,"connected_caveman_graph(4,4).json",fv_norm,0.01499795913696289
small,"connected_caveman_graph(4,4).json",den_0_5,0.0013377666473388672
small,"connected_caveman_graph(4,4).json",ev_1,0.003473997116088867
small,"connected_caveman_graph(4,4).json",ev_2,0.003473997116088867
small,"connected_caveman_graph(4,4).json",ev_3,0.003473997116088867
small,"connected_caveman_graph(4,4).json",ev_4,0.003473997116088867
small,"connected_caveman_graph(4,4).json",ev_5,0.003473997116088867
small,"connected_caveman_graph(4,4).json",ev_norm_1,0.004075050354003906
small,"connected_caveman_graph(4,4).json",ev_norm_2,0.004075050354003906
small,"connected_caveman_graph(4,4).json",ev_norm_3,0.004075050354003906
small,"connected_caveman_graph(4,4).json",ev_norm_4,0.004075050354003906
small,"connected_caveman_graph(4,4).json",ev_norm_5,0.004075050354003906
small,"football.json",agd,0.007941246032714844
small,"football.json",ecc,0.007508993148803711
small,"football.json",pr_0_85,0.020296335220336914
small,"football.json",fv,0.0263669490814209
small,"football.json",fv_norm,0.03223705291748047
small,"football.json",den_0_5,0.007980108261108398
small,"football.json",ev_1,0.004595279693603516
small,"football.json",ev_2,0.004595279693603516
small,"football.json",ev_3,0.004595279693603516
small,"football.json",ev_4,0.004595279693603516
small,"football.json",ev_5,0.004595279693603516
small,"football.json",ev_norm_1,0.006632804870605469
small,"football.json",ev_norm_2,0.006632804870605469
small,"football.json",ev_norm_3,0.006632804870605469
small,"football.json",ev_norm_4,0.006632804870605469
small,"football.json",ev_norm_5,0.006632804870605469
small,"balanced_tree(3,3).json",agd,0.005671977996826172
small,"balanced_tree(3,3).json",ecc,0.007125139236450195
small,"balanced_tree(3,3).json",pr_0_85,0.021944046020507812
small,"balanced_tree(3,3).json",fv,0.010465145111083984
small,"balanced_tree(3,3).json",fv_norm,0.012660980224609375
small,"balanced_tree(3,3).json",den_0_5,0.005880832672119141
small,"balanced_tree(3,3).json",ev_1,0.0034971237182617188
small,"balanced_tree(3,3).json",ev_2,0.0034971237182617188
small,"balanced_tree(3,3).json",ev_3,0.0034971237182617188
small,"balanced_tree(3,3).json",ev_4,0.0034971237182617188
small,"balanced_tree(3,3).json",ev_5,0.0034971237182617188
small,"balanced_tree(3,3).json",ev_norm_1,0.0055789947509765625
small,"balanced_tree(3,3).json",ev_norm_2,0.0055789947509765625
small,"balanced_tree(3,3).json",ev_norm_3,0.0055789947509765625
small,"balanced_tree(3,3).json",ev_norm_4,0.0055789947509765625
small,"balanced_tree(3,3).json",ev_norm_5,0.0055789947509765625
small,"barabasi_albert_graph(20,10).json",agd,0.003604888916015625
small,"barabasi_albert_graph(20,10).json",ecc,0.0033118724822998047
small,"barabasi_albert_graph(20,10).json",pr_0_85,0.010464191436767578
small,"barabasi_albert_graph(20,10).json",fv,0.06583595275878906
small,"barabasi_albert_graph(20,10).json",fv_norm,0.05141782760620117
small,"barabasi_albert_graph(20,10).json",den_0_5,0.0040090084075927734
small,"barabasi_albert_graph(20,10).json",ev_1,0.007584095001220703
small,"barabasi_albert_graph(20,10).json",ev_2,0.007584095001220703
small,"barabasi_albert_graph(20,10).json",ev_3,0.007584095001220703
small,"barabasi_albert_graph(20,10).json",ev_4,0.007584095001220703
small,"barabasi_albert_graph(20,10).json",ev_5,0.007584095001220703
small,"barabasi_albert_graph(20,10).json",ev_norm_1,0.01029205322265625
small,"barabasi_albert_graph(20,10).json",ev_norm_2,0.01029205322265625
small,"barabasi_albert_graph(20,10).json",ev_norm_3,0.01029205322265625
small,"barabasi_albert_graph(20,10).json",ev_norm_4,0.01029205322265625
small,"barabasi_albert_graph(20,10).json",ev_norm_5,0.01029205322265625
small,"petersen_graph().json",agd,0.0004248619079589844
small,"petersen_graph().json",ecc,0.0008578300476074219
small,"petersen_graph().json",pr_0_85,0.0008678436279296875
small,"petersen_graph().json",fv,0.012928962707519531
small,"petersen_graph().json",fv_norm,0.020047903060913086
small,"petersen_graph().json",den_0_5,0.0004930496215820312
small,"petersen_graph().json",ev_1,0.002148866653442383
small,"petersen_graph().json",ev_2,0.002148866653442383
small,"petersen_graph().json",ev_3,0.002148866653442383
small,"petersen_graph().json",ev_4,0.002148866653442383
small,"petersen_graph().json",ev_5,0.002148866653442383
small,"petersen_graph().json",ev_norm_1,0.003184795379638672
small,"petersen_graph().json",ev_norm_2,0.003184795379638672
small,"petersen_graph().json",ev_norm_3,0.003184795379638672
small,"petersen_graph().json",ev_norm_4,0.003184795379638672
small,"petersen_graph().json",ev_norm_5,0.003184795379638672
small,"barabasi_albert_graph(10,5).json",agd,0.0005719661712646484
small,"barabasi_albert_graph(10,5).json",ecc,0.0006248950958251953
small,"barabasi_albert_graph(10,5).json",pr_0_85,0.0031609535217285156
small,"barabasi_albert_graph(10,5).json",fv,0.01437997817993164
small,"barabasi_albert_graph(10,5).json",fv_norm,0.0844428539276123
small,"barabasi_albert_graph(10,5).json",den_0_5,0.0005788803100585938
small,"barabasi_albert_graph(10,5).json",ev_1,0.00197601318359375
small,"barabasi_albert_graph(10,5).json",ev_2,0.00197601318359375
small,"barabasi_albert_graph(10,5).json",ev_3,0.00197601318359375
small,"barabasi_albert_graph(10,5).json",ev_4,0.00197601318359375
small,"barabasi_albert_graph(10,5).json",ev_5,0.00197601318359375
small,"barabasi_albert_graph(10,5).json",ev_norm_1,0.0034339427947998047
small,"barabasi_albert_graph(10,5).json",ev_norm_2,0.0034339427947998047
small,"barabasi_albert_graph(10,5).json",ev_norm_3,0.0034339427947998047
small,"barabasi_albert_graph(10,5).json",ev_norm_4,0.0034339427947998047
small,"barabasi_albert_graph(10,5).json",ev_norm_5,0.0034339427947998047
medium,"hic_5k_net_1.json",agd,5.294470310211182
medium,"hic_5k_net_1.json",ecc,3.066406011581421
medium,"hic_5k_net_1.json",pr_0_85,0.3022952079772949
medium,"hic_5k_net_1.json",fv,0.061205148696899414
medium,"hic_5k_net_1.json",fv_norm,0.06792593002319336
medium,"hic_5k_net_1.json",den_0_5,4.7939677238464355
medium,"hic_5k_net_1.json",ev_1,0.12022686004638672
medium,"hic_5k_net_1.json",ev_2,0.12022686004638672
medium,"hic_5k_net_1.json",ev_3,0.12022686004638672
medium,"hic_5k_net_1.json",ev_4,0.12022686004638672
medium,"hic_5k_net_1.json",ev_5,0.12022686004638672
medium,"hic_5k_net_1.json",ev_norm_1,0.09749817848205566
medium,"hic_5k_net_1.json",ev_norm_2,0.09749817848205566
medium,"hic_5k_net_1.json",ev_norm_3,0.09749817848205566
medium,"hic_5k_net_1.json",ev_norm_4,0.09749817848205566
medium,"hic_5k_net_1.json",ev_norm_5,0.09749817848205566
medium,"community_graph_3.json",agd,36.860952615737915
medium,"community_graph_3.json",ecc,20.157974004745483
medium,"community_graph_3.json",pr_0_85,2.4687159061431885
medium,"community_graph_3.json",fv,0.5840380191802979
medium,"community_graph_3.json",fv_norm,0.27385783195495605
medium,"community_graph_3.json",den_0_5,36.21306085586548
medium,"community_graph_3.json",ev_1,0.5136330127716064
medium,"community_graph_3.json",ev_2,0.5136330127716064
medium,"community_graph_3.json",ev_3,0.5136330127716064
medium,"community_graph_3.json",ev_4,0.5136330127716064
medium,"community_graph_3.json",ev_5,0.5136330127716064
medium,"community_graph_3.json",ev_norm_1,0.41822004318237305
medium,"community_graph_3.json",ev_norm_2,0.41822004318237305
medium,"community_graph_3.json",ev_norm_3,0.41822004318237305
medium,"community_graph_3.json",ev_norm_4,0.41822004318237305
medium,"community_graph_3.json",ev_norm_5,0.41822004318237305
medium,"hic_5k_net_11.json",agd,26.426755666732788
medium,"hic_5k_net_11.json",ecc,13.886243104934692
medium,"hic_5k_net_11.json",pr_0_85,0.8015837669372559
medium,"hic_5k_net_11.json",fv,0.3738272190093994
medium,"hic_5k_net_11.json",fv_norm,0.2337970733642578
medium,"hic_5k_net_11.json",den_0_5,26.094297170639038
medium,"hic_5k_net_11.json",ev_1,0.4408748149871826
medium,"hic_5k_net_11.json",ev_2,0.4408748149871826
medium,"hic_5k_net_11.json",ev_3,0.4408748149871826
medium,"hic_5k_net_11.json",ev_4,0.4408748149871826
medium,"hic_5k_net_11.json",ev_5,0.4408748149871826
medium,"hic_5k_net_11.json",ev_norm_1,0.35766005516052246
medium,"hic_5k_net_11.json",ev_norm_2,0.35766005516052246
