datafile,df_nodes,filter_func,cover_elem_count,component_method,connectivity_method,ranked,nodes,edges,compute_time
"hic_5k_net_6.json",192,fv_norm,20,connected_components,connectivity,false,2,1,0.0165
"hic_5k_net_6.json",192,fv_norm,20,modularity,connectivity,false,4,3,0.2109
"hic_5k_net_6.json",192,fv_norm,20,async_label_prop,connectivity,false,3,2,0.1687
"hic_5k_net_6.json",192,den_0_5,2,connected_components,connectivity,false,2,1,0.0152
"hic_5k_net_6.json",192,den_0_5,2,modularity,connectivity,false,4,3,0.1906
"hic_5k_net_6.json",192,den_0_5,2,async_label_prop,connectivity,false,4,3,0.1281
"hic_5k_net_6.json",192,den_0_5,20,connected_components,connectivity,false,24,137,0.0156
"hic_5k_net_6.json",192,den_0_5,20,modularity,connectivity,false,30,201,0.0658
"hic_5k_net_6.json",192,den_0_5,20,async_label_prop,connectivity,false,26,153,0.0508
"dorogovtsev_goltsev_mendes_graph(5).json",123,agd,2,connected_components,connectivity,false,55,54,0.0037
"dorogovtsev_goltsev_mendes_graph(5).json",123,agd,2,modularity,connectivity,false,58,80,0.0138
"dorogovtsev_goltsev_mendes_graph(5).json",123,agd,2,async_label_prop,connectivity,false,57,72,0.0091
"dorogovtsev_goltsev_mendes_graph(5).json",123,agd,20,connected_components,connectivity,false,103,192,0.0059
"dorogovtsev_goltsev_mendes_graph(5).json",123,agd,20,modularity,connectivity,false,103,192,0.0102
"dorogovtsev_goltsev_mendes_graph(5).json",123,agd,20,async_label_prop,connectivity,false,103,192,0.0076
"dorogovtsev_goltsev_mendes_graph(5).json",123,ecc,2,connected_components,connectivity,false,13,12,0.0035
"dorogovtsev_goltsev_mendes_graph(5).json",123,ecc,2,modularity,connectivity,false,18,36,0.0321
"dorogovtsev_goltsev_mendes_graph(5).json",123,ecc,2,async_label_prop,connectivity,false,38,95,0.0251
"dorogovtsev_goltsev_mendes_graph(5).json",123,ecc,20,connected_components,connectivity,false,55,93,0.0053
"dorogovtsev_goltsev_mendes_graph(5).json",123,ecc,20,modularity,connectivity,false,61,126,0.0207
"dorogovtsev_goltsev_mendes_graph(5).json",123,ecc,20,async_label_prop,connectivity,false,88,248,0.0138
"dorogovtsev_goltsev_mendes_graph(5).json",123,pr_0_85,2,connected_components,connectivity,false,13,12,0.0026
"dorogovtsev_goltsev_mendes_graph(5).json",123,pr_0_85,2,modularity,connectivity,false,13,12,0.0168
"dorogovtsev_goltsev_mendes_graph(5).json",123,pr_0_85,2,async_label_prop,connectivity,false,29,44,0.0148
"dorogovtsev_goltsev_mendes_graph(5).json",123,pr_0_85,20,connected_components,connectivity,false,121,228,0.0064
"dorogovtsev_goltsev_mendes_graph(5).json",123,pr_0_85,20,modularity,connectivity,false,121,228,0.0067
"dorogovtsev_goltsev_mendes_graph(5).json",123,pr_0_85,20,async_label_prop,connectivity,false,121,228,0.0066
"dorogovtsev_goltsev_mendes_graph(5).json",123,fv,2,connected_components,connectivity,false,2,1,0.0021
"dorogovtsev_goltsev_mendes_graph(5).json",123,fv,2,modularity,connectivity,false,12,21,0.0199
"dorogovtsev_goltsev_mendes_graph(5).json",123,fv,2,async_label_prop,connectivity,false,17,29,0.0161
"dorogovtsev_goltsev_mendes_graph(5).json",123,fv,20,connected_components,connectivity,false,82,144,0.0054
"dorogovtsev_goltsev_mendes_graph(5).json",123,fv,20,modularity,connectivity,false,88,166,0.0111
"dorogovtsev_goltsev_mendes_graph(5).json",123,fv,20,async_label_prop,connectivity,false,87,161,0.0082
"dorogovtsev_goltsev_mendes_graph(5).json",123,fv_norm,2,connected_components,connectivity,false,9,8,0.0023
"dorogovtsev_goltsev_mendes_graph(5).json",123,fv_norm,2,modularity,connectivity,false,19,32,0.0184
"dorogovtsev_goltsev_mendes_graph(5).json",123,fv_norm,2,async_label_prop,connectivity,false,25,44,0.0124
"dorogovtsev_goltsev_mendes_graph(5).json",123,fv_norm,20,connected_components,connectivity,false,100,192,0.0059
"dorogovtsev_goltsev_mendes_graph(5).json",123,fv_norm,20,modularity,connectivity,false,100,192,0.0114
"dorogovtsev_goltsev_mendes_graph(5).json",123,fv_norm,20,async_label_prop,connectivity,false,100,192,0.0081
"dorogovtsev_goltsev_mendes_graph(5).json",123,den_0_5,2,connected_components,connectivity,false,13,12,0.0026
"dorogovtsev_goltsev_mendes_graph(5).json",123,den_0_5,2,modularity,connectivity,false,13,12,0.0163
"dorogovtsev_goltsev_mendes_graph(5).json",123,den_0_5,2,async_label_prop,connectivity,false,23,32,0.0144
"dorogovtsev_goltsev_mendes_graph(5).json",123,den_0_5,20,connected_components,connectivity,false,121,228,0.0063
"dorogovtsev_goltsev_mendes_graph(5).json",123,den_0_5,20,modularity,connectivity,false,121,228,0.0067
"dorogovtsev_goltsev_mendes_graph(5).json",123,den_0_5,20,async_label_prop,connectivity,false,121,228,0.0065
"watts_strogatz_graph(100,5,0.05).json",100,agd,2,connected_components,connectivity,false,5,4,0.0014
"watts_strogatz_graph(100,5,0.05).json",100,agd,2,modularity,connectivity,false,13,23,0.0108
"watts_strogatz_graph(100,5,0.05).json",100,agd,2,async_label_prop,connectivity,false,22,37,0.0067
"watts_strogatz_graph(100,5,0.05).json",100,agd,20,connected_components,connectivity,false,66,116,0.0036
"watts_strogatz_graph(100,5,0.05).json",100,agd,20,modularity,connectivity,false,66,116,0.0072
"watts_strogatz_graph(100,5,0.05).json",100,agd,20,async_label_prop,connectivity,false,66,116,0.0069
"watts_strogatz_graph(100,5,0.05).json",100,ecc,2,connected_components,connectivity,false,4,3,0.0014
"watts_strogatz_graph(100,5,0.05).json",100,ecc,2,modularity,connectivity,false,13,25,0.0094
"watts_strogatz_graph(100,5,0.05).json",100,ecc,2,async_label_prop,connectivity,false,21,39,0.0066
"watts_strogatz_graph(100,5,0.05).json",100,ecc,20,connected_components,connectivity,false,63,149,0.0037
"watts_strogatz_graph(100,5,0.05).json",100,ecc,20,modularity,connectivity,false,64,152,0.0117
"watts_strogatz_graph(100,5,0.05).json",100,ecc,20,async_label_prop,connectivity,false,71,175,0.0072
"watts_strogatz_graph(100,5,0.05).json",100,pr_0_85,2,connected_components,connectivity,false,6,5,0.0014
"watts_strogatz_graph(100,5,0.05).json",100,pr_0_85,2,modularity,connectivity,false,13,30,0.0101
"watts_strogatz_graph(100,5,0.05).json",100,pr_0_85,2,async_label_prop,connectivity,false,27,47,0.0075
"watts_strogatz_graph(100,5,0.05).json",100,pr_0_85,20,connected_components,connectivity,false,35,59,0.0025
"watts_strogatz_graph(100,5,0.05).json",100,pr_0_85,20,modularity,connectivity,false,39,68,0.0086
"watts_strogatz_graph(100,5,0.05).json",100,pr_0_85,20,async_label_prop,connectivity,false,45,78,0.0062
"watts_strogatz_graph(100,5,0.05).json",100,fv,2,connected_components,connectivity,false,2,1,0.0014
"watts_strogatz_graph(100,5,0.05).json",100,fv,2,modularity,connectivity,false,11,21,0.0106
"watts_strogatz_graph(100,5,0.05).json",100,fv,2,async_label_prop,connectivity,false,18,31,0.0077
"watts_strogatz_graph(100,5,0.05).json",100,fv,20,connected_components,connectivity,false,38,65,0.0025
"watts_strogatz_graph(100,5,0.05).json",100,fv,20,modularity,connectivity,false,43,74,0.0083
"watts_strogatz_graph(100,5,0.05).json",100,fv,20,async_label_prop,connectivity,false,44,75,0.0053
"watts_strogatz_graph(100,5,0.05).json",100,fv_norm,2,connected_components,connectivity,false,2,1,0.0014
"watts_strogatz_graph(100,5,0.05).json",100,fv_norm,2,modularity,connectivity,false,11,21,0.0117
"watts_strogatz_graph(100,5,0.05).json",100,fv_norm,2,async_label_prop,connectivity,false,22,38,0.0076
"watts_strogatz_graph(100,5,0.05).json",100,fv_norm,20,connected_components,connectivity,false,42,73,0.0027
"watts_strogatz_graph(100,5,0.05).json",100,fv_norm,20,modularity,connectivity,false,46,79,0.0086
"watts_strogatz_graph(100,5,0.05).json",100,fv_norm,20,async_label_prop,connectivity,false,46,80,0.0057
"watts_strogatz_graph(100,5,0.05).json",100,den_0_5,2,connected_components,connectivity,false,3,2,0.0014
"watts_strogatz_graph(100,5,0.05).json",100,den_0_5,2,modularity,connectivity,false,11,25,0.0103
"watts_strogatz_graph(100,5,0.05).json",100,den_0_5,2,async_label_prop,connectivity,false,22,39,0.0076
"watts_strogatz_graph(100,5,0.05).json",100,den_0_5,20,connected_components,connectivity,false,40,74,0.0025
"watts_strogatz_graph(100,5,0.05).json",100,den_0_5,20,modularity,connectivity,false,43,78,0.0081
"watts_strogatz_graph(100,5,0.05).json",100,den_0_5,20,async_label_prop,connectivity,false,47,82,0.0067
"caltech.json",762,agd,2,connected_components,connectivity,false,61,60,0.0511
"caltech.json",762,agd,2,modularity,connectivity,false,65,89,1.7987
"caltech.json",762,agd,2,async_label_prop,connectivity,false,61,60,0.7961
"caltech.json",762,agd,20,connected_components,connectivity,false,215,767,0.0516
"caltech.json",762,agd,20,modularity,connectivity,false,230,1295,0.3034
"caltech.json",762,agd,20,async_label_prop,connectivity,false,246,1310,0.267
"caltech.json",762,ecc,2,connected_components,connectivity,false,96,95,0.0507
"caltech.json",762,ecc,2,modularity,connectivity,false,106,189,1.907
"caltech.json",762,ecc,2,async_label_prop,connectivity,false,103,109,1.3089
"caltech.json",762,ecc,20,connected_components,connectivity,false,194,209,0.0552
"caltech.json",762,ecc,20,modularity,connectivity,false,203,404,1.5216
"caltech.json",762,ecc,20,async_label_prop,connectivity,false,205,247,0.6466
"caltech.json",762,pr_0_85,2,connected_components,connectivity,false,11,10,0.0451
"caltech.json",762,pr_0_85,2,modularity,connectivity,false,19,45,1.5387
"caltech.json",762,pr_0_85,2,async_label_prop,connectivity,false,18,28,0.9756
"caltech.json",762,pr_0_85,20,connected_components,connectivity,false,216,1323,0.0513
"caltech.json",762,pr_0_85,20,modularity,connectivity,false,251,2762,0.2064
"caltech.json",762,pr_0_85,20,async_label_prop,connectivity,false,272,2894,0.2005
"caltech.json",762,fv,2,connected_components,connectivity,false,2,1,0.0493
"caltech.json",762,fv,2,modularity,connectivity,false,9,18,1.9365
"caltech.json",762,fv,2,async_label_prop,connectivity,false,4,3,0.5461
"caltech.json",762,fv,20,connected_components,connectivity,false,10,9,0.0516
"caltech.json",762,fv,20,modularity,connectivity,false,18,33,1.9189
"caltech.json",762,fv,20,async_label_prop,connectivity,false,12,11,1.0584
"caltech.json",762,fv_norm,2,connected_components,connectivity,false,2,1,0.0457
"caltech.json",762,fv_norm,2,modularity,connectivity,false,11,28,1.8735
"caltech.json",762,fv_norm,2,async_label_prop,connectivity,false,3,2,0.7851
"caltech.json",762,fv_norm,20,connected_components,connectivity,false,18,33,0.0482
"caltech.json",762,fv_norm,20,modularity,connectivity,false,24,69,1.7641
"caltech.json",762,fv_norm,20,async_label_prop,connectivity,false,19,34,0.5209
"caltech.json",762,den_0_5,2,connected_components,connectivity,false,12,11,0.0471
"caltech.json",762,den_0_5,2,modularity,connectivity,false,18,37,1.5034
"caltech.json",762,den_0_5,2,async_label_prop,connectivity,false,14,14,1.0551
"caltech.json",762,den_0_5,20,connected_components,connectivity,false,199,1310,0.0516
"caltech.json",762,den_0_5,20,modularity,connectivity,false,232,2712,0.1965
"caltech.json",762,den_0_5,20,async_label_prop,connectivity,false,258,3094,0.2389
"bio-celegans.json",453,agd,2,connected_components,connectivity,false,14,13,0.01
"bio-celegans.json",453,agd,2,modularity,connectivity,false,21,36,0.336
"bio-celegans.json",453,agd,2,async_label_prop,connectivity,false,22,23,0.1113
"bio-celegans.json",453,agd,20,connected_components,connectivity,false,220,710,0.0189
"bio-celegans.json",453,agd,20,modularity,connectivity,false,229,859,0.0575
"bio-celegans.json",453,agd,20,async_label_prop,connectivity,false,242,830,0.0485
"bio-celegans.json",453,ecc,2,connected_components,connectivity,false,36,35,0.0111
"bio-celegans.json",453,ecc,2,modularity,connectivity,false,43,76,0.3036
"bio-celegans.json",453,ecc,2,async_label_prop,connectivity,false,48,54,0.1675
"bio-celegans.json",453,ecc,20,connected_components,connectivity,false,54,53,0.0123
"bio-celegans.json",453,ecc,20,modularity,connectivity,false,70,153,0.1277
"bio-celegans.json",453,ecc,20,async_label_prop,connectivity,false,90,140,0.1414
"bio-celegans.json",453,pr_0_85,2,connected_components,connectivity,false,6,5,0.0097
"bio-celegans.json",453,pr_0_85,2,modularity,connectivity,false,18,43,0.2929
"bio-celegans.json",453,pr_0_85,2,async_label_prop,connectivity,false,22,32,0.1268
"bio-celegans.json",453,pr_0_85,20,connected_components,connectivity,false,48,166,0.0124
"bio-celegans.json",453,pr_0_85,20,modularity,connectivity,false,65,347,0.0619
"bio-celegans.json",453,pr_0_85,20,async_label_prop,connectivity,false,152,772,0.0612
"bio-celegans.json",453,fv,2,connected_components,connectivity,false,2,1,0.0097
"bio-celegans.json",453,fv,2,modularity,connectivity,false,10,23,0.349
"bio-celegans.json",453,fv,2,async_label_prop,connectivity,false,16,17,0.1988
"bio-celegans.json",453,fv,20,connected_components,connectivity,false,9,11,0.0113
"bio-celegans.json",453,fv,20,modularity,connectivity,false,23,45,0.3763
"bio-celegans.json",453,fv,20,async_label_prop,connectivity,false,22,38,0.1336
"bio-celegans.json",453,fv_norm,2,connected_components,connectivity,false,2,1,0.0096
"bio-celegans.json",453,fv_norm,2,modularity,connectivity,false,12,28,0.3343
"bio-celegans.json",453,fv_norm,2,async_label_prop,connectivity,false,15,16,0.0915
"bio-celegans.json",453,fv_norm,20,connected_components,connectivity,false,31,54,0.0116
"bio-celegans.json",453,fv_norm,20,modularity,connectivity,false,50,146,0.0904
"bio-celegans.json",453,fv_norm,20,async_label_prop,connectivity,false,127,317,0.1136
"bio-celegans.json",453,den_0_5,2,connected_components,connectivity,false,6,5,0.0096
"bio-celegans.json",453,den_0_5,2,modularity,connectivity,false,14,32,0.2367
"bio-celegans.json",453,den_0_5,2,async_label_prop,connectivity,false,29,48,0.1404
"bio-celegans.json",453,den_0_5,20,connected_components,connectivity,false,65,290,0.024
"bio-celegans.json",453,den_0_5,20,modularity,connectivity,false,83,499,0.0599
"bio-celegans.json",453,den_0_5,20,async_label_prop,connectivity,false,155,796,0.0612
"circular_ladder_graph(100).json",200,agd,2,connected_components,connectivity,false,2,1,0.006
"circular_ladder_graph(100).json",200,agd,2,modularity,connectivity,false,20,50,0.0541
"circular_ladder_graph(100).json",200,agd,2,async_label_prop,connectivity,false,122,341,0.055
"circular_ladder_graph(100).json",200,agd,20,connected_components,connectivity,false,20,190,0.0917
"circular_ladder_graph(100).json",200,agd,20,modularity,connectivity,false,200,5900,0.5881
"circular_ladder_graph(100).json",200,agd,20,async_label_prop,connectivity,false,1194,35715,0.6685
"circular_ladder_graph(100).json",200,ecc,2,connected_components,connectivity,false,2,1,0.0059
"circular_ladder_graph(100).json",200,ecc,2,modularity,connectivity,false,20,50,0.0558
"circular_ladder_graph(100).json",200,ecc,2,async_label_prop,connectivity,false,124,362,0.0504
"circular_ladder_graph(100).json",200,ecc,20,connected_components,connectivity,false,20,190,0.0928
"circular_ladder_graph(100).json",200,ecc,20,modularity,connectivity,false,200,5900,0.6015
"circular_ladder_graph(100).json",200,ecc,20,async_label_prop,connectivity,false,1176,34913,0.6937
"circular_ladder_graph(100).json",200,pr_0_85,2,connected_components,connectivity,false,2,1,0.003
"circular_ladder_graph(100).json",200,pr_0_85,2,modularity,connectivity,false,8,9,0.0286
"circular_ladder_graph(100).json",200,pr_0_85,2,async_label_prop,connectivity,false,61,88,0.0301
"circular_ladder_graph(100).json",200,pr_0_85,20,connected_components,connectivity,false,2,1,0.004
"circular_ladder_graph(100).json",200,pr_0_85,20,modularity,connectivity,false,8,9,0.0295
"circular_ladder_graph(100).json",200,pr_0_85,20,async_label_prop,connectivity,false,57,77,0.0309
"circular_ladder_graph(100).json",200,fv,2,connected_components,connectivity,false,2,1,0.0032
"circular_ladder_graph(100).json",200,fv,2,modularity,connectivity,false,17,17,0.0268
"circular_ladder_graph(100).json",200,fv,2,async_label_prop,connectivity,false,50,56,0.0226
"circular_ladder_graph(100).json",200,fv,20,connected_components,connectivity,false,38,38,0.0053
"circular_ladder_graph(100).json",200,fv,20,modularity,connectivity,false,44,44,0.0234
"circular_ladder_graph(100).json",200,fv,20,async_label_prop,connectivity,false,71,88,0.0177
"circular_ladder_graph(100).json",200,fv_norm,2,connected_components,connectivity,false,2,1,0.0033
"circular_ladder_graph(100).json",200,fv_norm,2,modularity,connectivity,false,17,17,0.0269
"circular_ladder_graph(100).json",200,fv_norm,2,async_label_prop,connectivity,false,59,74,0.0283
"circular_ladder_graph(100).json",200,fv_norm,20,connected_components,connectivity,false,38,38,0.0053
"circular_ladder_graph(100).json",200,fv_norm,20,modularity,connectivity,false,44,44,0.0235
"circular_ladder_graph(100).json",200,fv_norm,20,async_label_prop,connectivity,false,73,94,0.0169
"circular_ladder_graph(100).json",200,den_0_5,2,connected_components,connectivity,false,2,1,0.0058
"circular_ladder_graph(100).json",200,den_0_5,2,modularity,connectivity,false,20,50,0.0542
"circular_ladder_graph(100).json",200,den_0_5,2,async_label_prop,connectivity,false,112,324,0.0601
"circular_ladder_graph(100).json",200,den_0_5,20,connected_components,connectivity,false,20,190,0.0924
"circular_ladder_graph(100).json",200,den_0_5,20,modularity,connectivity,false,200,5900,0.5874
"circular_ladder_graph(100).json",200,den_0_5,20,async_label_prop,connectivity,false,1217,36752,0.7055
"ring_of_cliques(6,70).json",420,agd,2,connected_components,connectivity,false,7,6,0.0405
"ring_of_cliques(6,70).json",420,agd,2,modularity,connectivity,false,9,10,0.5625
"ring_of_cliques(6,70).json",420,agd,2,async_label_prop,connectivity,false,10,13,0.2308
"ring_of_cliques(6,70).json",420,agd,20,connected_components,connectivity,false,7,6,0.0393
"ring_of_cliques(6,70).json",420,agd,20,modularity,connectivity,false,9,10,0.5588
"ring_of_cliques(6,70).json",420,agd,20,async_label_prop,connectivity,false,11,13,0.2325
"ring_of_cliques(6,70).json",420,ecc,2,connected_components,connectivity,false,7,6,0.035
"ring_of_cliques(6,70).json",420,ecc,2,modularity,connectivity,false,9,10,0.5401
"ring_of_cliques(6,70).json",420,ecc,2,async_label_prop,connectivity,false,11,16,0.2248
"ring_of_cliques(6,70).json",420,ecc,20,connected_components,connectivity,false,7,6,0.0367
"ring_of_cliques(6,70).json",420,ecc,20,modularity,connectivity,false,9,10,0.5385
"ring_of_cliques(6,70).json",420,ecc,20,async_label_prop,connectivity,false,11,16,0.2219
"ring_of_cliques(6,70).json",420,pr_0_85,2,connected_components,connectivity,false,7,6,0.0353
"ring_of_cliques(6,70).json",420,pr_0_85,2,modularity,connectivity,false,9,10,0.5393
"ring_of_cliques(6,70).json",420,pr_0_85,2,async_label_prop,connectivity,false,11,13,0.2236
"ring_of_cliques(6,70).json",420,pr_0_85,20,connected_components,connectivity,false,7,6,0.0364
"ring_of_cliques(6,70).json",420,pr_0_85,20,modularity,connectivity,false,9,10,0.539
"ring_of_cliques(6,70).json",420,pr_0_85,20,async_label_prop,connectivity,false,11,11,0.2239
"ring_of_cliques(6,70).json",420,fv,2,connected_components,connectivity,false,2,1,0.036
"ring_of_cliques(6,70).json",420,fv,2,modularity,connectivity,false,6,6,0.5412
"ring_of_cliques(6,70).json",420,fv,2,async_label_prop,connectivity,false,6,6,0.2353
"ring_of_cliques(6,70).json",420,fv,20,connected_components,connectivity,false,6,6,0.0379
"ring_of_cliques(6,70).json",420,fv,20,modularity,connectivity,false,6,6,0.4628
"ring_of_cliques(6,70).json",420,fv,20,async_label_prop,connectivity,false,6,6,0.2347
"ring_of_cliques(6,70).json",420,fv_norm,2,connected_components,connectivity,false,2,1,0.0359
"ring_of_cliques(6,70).json",420,fv_norm,2,modularity,connectivity,false,6,6,0.5325
"ring_of_cliques(6,70).json",420,fv_norm,2,async_label_prop,connectivity,false,6,6,0.23
"ring_of_cliques(6,70).json",420,fv_norm,20,connected_components,connectivity,false,6,6,0.0384
"ring_of_cliques(6,70).json",420,fv_norm,20,modularity,connectivity,false,6,6,0.4612
"ring_of_cliques(6,70).json",420,fv_norm,20,async_label_prop,connectivity,false,6,6,0.235
"ring_of_cliques(6,70).json",420,den_0_5,2,connected_components,connectivity,false,7,6,0.0382
"ring_of_cliques(6,70).json",420,den_0_5,2,modularity,connectivity,false,9,10,0.5566
"ring_of_cliques(6,70).json",420,den_0_5,2,async_label_prop,connectivity,false,11,15,0.2288
"ring_of_cliques(6,70).json",420,den_0_5,20,connected_components,connectivity,false,7,6,0.0433
"ring_of_cliques(6,70).json",420,den_0_5,20,modularity,connectivity,false,9,10,0.5589
"ring_of_cliques(6,70).json",420,den_0_5,20,async_label_prop,connectivity,false,10,12,0.2309
"map_of_science.json",554,agd,2,connected_components,connectivity,false,7,6,0.012
"map_of_science.json",554,agd,2,modularity,connectivity,false,14,18,0.2017
"map_of_science.json",554,agd,2,async_label_prop,connectivity,false,52,154,0.3444
"map_of_science.json",554,agd,20,connected_components,connectivity,false,153,395,0.0188
"map_of_science.json",554,agd,20,modularity,connectivity,false,175,541,0.0727
"map_of_science.json",554,agd,20,async_label_prop,connectivity,false,209,702,0.0668
"map_of_science.json",554,ecc,2,connected_components,connectivity,false,7,6,0.0136
"map_of_science.json",554,ecc,2,modularity,connectivity,false,18,34,0.2091
"map_of_science.json",554,ecc,2,async_label_prop,connectivity,false,65,238,0.2224
"map_of_science.json",554,ecc,20,connected_components,connectivity,false,76,147,0.0207
"map_of_science.json",554,ecc,20,modularity,connectivity,false,120,433,0.1361
"map_of_science.json",554,ecc,20,async_label_prop,connectivity,false,169,738,0.1426
"map_of_science.json",554,pr_0_85,2,connected_components,connectivity,false,12,11,0.0119
"map_of_science.json",554,pr_0_85,2,modularity,connectivity,false,20,30,0.212
"map_of_science.json",554,pr_0_85,2,async_label_prop,connectivity,false,66,244,0.1708
"map_of_science.json",554,pr_0_85,20,connected_components,connectivity,false,314,1222,0.0249
"map_of_science.json",554,pr_0_85,20,modularity,connectivity,false,316,1239,0.0682
"map_of_science.json",554,pr_0_85,20,async_label_prop,connectivity,false,338,1331,0.049
"map_of_science.json",554,fv,2,connected_components,connectivity,false,3,2,0.0118
"map_of_science.json",554,fv,2,modularity,connectivity,false,12,18,0.2202
"map_of_science.json",554,fv,2,async_label_prop,connectivity,false,52,163,0.2048
"map_of_science.json",554,fv,20,connected_components,connectivity,false,25,50,0.0163
"map_of_science.json",554,fv,20,modularity,connectivity,false,55,162,0.1246
"map_of_science.json",554,fv,20,async_label_prop,connectivity,false,67,214,0.132
"map_of_science.json",554,fv_norm,2,connected_components,connectivity,false,5,4,0.012
"map_of_science.json",554,fv_norm,2,modularity,connectivity,false,13,19,0.2127
"map_of_science.json",554,fv_norm,2,async_label_prop,connectivity,false,53,179,0.1566
"map_of_science.json",554,fv_norm,20,connected_components,connectivity,false,75,162,0.0161
"map_of_science.json",554,fv_norm,20,modularity,connectivity,false,105,320,0.1071
"map_of_science.json",554,fv_norm,20,async_label_prop,connectivity,false,131,424,0.0963
"map_of_science.json",554,den_0_5,2,connected_components,connectivity,false,12,11,0.012
"map_of_science.json",554,den_0_5,2,modularity,connectivity,false,26,54,0.1525
"map_of_science.json",554,den_0_5,2,async_label_prop,connectivity,false,72,250,0.1674
"map_of_science.json",554,den_0_5,20,connected_components,connectivity,false,295,1133,0.0246
"map_of_science.json",554,den_0_5,20,modularity,connectivity,false,303,1175,0.0617
"map_of_science.json",554,den_0_5,20,async_label_prop,connectivity,false,317,1242,0.0499
"bcsstk22.json",110,agd,2,connected_components,connectivity,false,5,4,0.0023
"bcsstk22.json",110,agd,2,modularity,connectivity,false,16,26,0.0177
"bcsstk22.json",110,agd,2,async_label_prop,connectivity,false,110,254,0.0087
"bcsstk22.json",110,agd,20,connected_components,connectivity,false,49,83,0.0045
"bcsstk22.json",110,agd,20,modularity,connectivity,false,64,122,0.0147
"bcsstk22.json",110,agd,20,async_label_prop,connectivity,false,111,261,0.0089
"bcsstk22.json",110,ecc,2,connected_components,connectivity,false,4,3,0.0025
"bcsstk22.json",110,ecc,2,modularity,connectivity,false,18,36,0.0203
"bcsstk22.json",110,ecc,2,async_label_prop,connectivity,false,128,366,0.0099
"bcsstk22.json",110,ecc,20,connected_components,connectivity,false,42,127,0.0056
"bcsstk22.json",110,ecc,20,modularity,connectivity,false,52,157,0.0226
"bcsstk22.json",110,ecc,20,async_label_prop,connectivity,false,181,814,0.0146
"bcsstk22.json",110,pr_0_85,2,connected_components,connectivity,false,15,17,0.0029
"bcsstk22.json",110,pr_0_85,2,modularity,connectivity,false,23,33,0.016
"bcsstk22.json",110,pr_0_85,2,async_label_prop,connectivity,false,110,254,0.0085
"bcsstk22.json",110,pr_0_85,20,connected_components,connectivity,false,80,157,0.0054
"bcsstk22.json",110,pr_0_85,20,modularity,connectivity,false,85,172,0.0132
"bcsstk22.json",110,pr_0_85,20,async_label_prop,connectivity,false,110,254,0.0084
"bcsstk22.json",110,fv,2,connected_components,connectivity,false,2,1,0.0022
"bcsstk22.json",110,fv,2,modularity,connectivity,false,16,29,0.0182
"bcsstk22.json",110,fv,2,async_label_prop,connectivity,false,110,254,0.0089
"bcsstk22.json",110,fv,20,connected_components,connectivity,false,22,27,0.0035
"bcsstk22.json",110,fv,20,modularity,connectivity,false,39,57,0.017
"bcsstk22.json",110,fv,20,async_label_prop,connectivity,false,110,254,0.0093
"bcsstk22.json",110,fv_norm,2,connected_components,connectivity,false,2,1,0.0022
"bcsstk22.json",110,fv_norm,2,modularity,connectivity,false,15,28,0.0183
"bcsstk22.json",110,fv_norm,2,async_label_prop,connectivity,false,110,254,0.0096
"bcsstk22.json",110,fv_norm,20,connected_components,connectivity,false,39,63,0.0042
"bcsstk22.json",110,fv_norm,20,modularity,connectivity,false,61,111,0.015
"bcsstk22.json",110,fv_norm,20,async_label_prop,connectivity,false,111,260,0.009
"bcsstk22.json",110,den_0_5,2,connected_components,connectivity,false,2,1,0.0021
"bcsstk22.json",110,den_0_5,2,modularity,connectivity,false,12,21,0.0186
"bcsstk22.json",110,den_0_5,2,async_label_prop,connectivity,false,110,254,0.0082
"bcsstk22.json",110,den_0_5,20,connected_components,connectivity,false,3,2,0.0027
"bcsstk22.json",110,den_0_5,20,modularity,connectivity,false,12,21,0.0193
"bcsstk22.json",110,den_0_5,20,async_label_prop,connectivity,false,110,254,0.0088
"barbell_graph(50,20).json",120,agd,2,connected_components,connectivity,false,3,2,0.0068
"barbell_graph(50,20).json",120,agd,2,modularity,connectivity,false,6,5,0.0903
"barbell_graph(50,20).json",120,agd,2,async_label_prop,connectivity,false,9,8,0.0603
"barbell_graph(50,20).json",120,agd,20,connected_components,connectivity,false,23,28,0.008
"barbell_graph(50,20).json",120,agd,20,modularity,connectivity,false,25,30,0.086
"barbell_graph(50,20).json",120,agd,20,async_label_prop,connectivity,false,25,30,0.0414
"barbell_graph(50,20).json",120,ecc,2,connected_components,connectivity,false,3,2,0.0067
"barbell_graph(50,20).json",120,ecc,2,modularity,connectivity,false,5,4,0.09
"barbell_graph(50,20).json",120,ecc,2,async_label_prop,connectivity,false,9,8,0.0418
"barbell_graph(50,20).json",120,ecc,20,connected_components,connectivity,false,23,22,0.0079
"barbell_graph(50,20).json",120,ecc,20,modularity,connectivity,false,23,22,0.0854
"barbell_graph(50,20).json",120,ecc,20,async_label_prop,connectivity,false,23,22,0.0411
"barbell_graph(50,20).json",120,pr_0_85,2,connected_components,connectivity,false,5,4,0.0068
"barbell_graph(50,20).json",120,pr_0_85,2,modularity,connectivity,false,5,4,0.0889
"barbell_graph(50,20).json",120,pr_0_85,2,async_label_prop,connectivity,false,10,9,0.0421
"barbell_graph(50,20).json",120,pr_0_85,20,connected_components,connectivity,false,17,16,0.0078
"barbell_graph(50,20).json",120,pr_0_85,20,modularity,connectivity,false,17,16,0.0862
