record #,subjectId,age,gender,vision,vis,secondsOnPage,userSelection,img1,img2,img3,img4,baseline
1228,1,35,M,N,1,,,,,,,
1232,1,,,,,11.535,Option 2,user_usair97_fv_6_async_label_prop.png,user_usair97_den_0_5_6_async_label_prop.png,"user_connected_caveman_graph(15,30)_agd_6_async_label_prop.png","user_barbell_graph(50,20)_pr_0_85_6_async_label_prop.png",user_usair97.png
1234,1,,,,,4.07,Option 4,user_bcsstk_agd_20_connected_components.png,"user_ring_of_cliques(6,70)_den_0_5_20_connected_components.png",user_bio-diseasome_fv_20_connected_components.png,"user_ring_of_cliques(6,70)_agd_20_connected_components.png","user_ring_of_cliques(6,70).png"
1236,1,,,,,3.121,Option 3,user_caltech_den_0_5_30_modularity.png,user_circular_ladder_graph(100)_ecc_30_modularity.png,"user_barbell_graph(50,20)_agd_30_modularity.png",user_circular_ladder_graph(100)_agd_30_modularity.png,user_circular_ladder_graph(100).png
1238,1,,,,,1.907,Option 2,user_hic_5k_net_6_fv_20_connected_components.png,user_hic_5k_net_6_den_0_5_20_connected_components.png,user_dorogovtsev_goltsev_mendes_graph(5)_pr_0_85_20_connected_components.png,user_caltech_ecc_20_connected_components.png,user_hic_5k_net_6.png
1240,1,,,,,3.181,Option 3,user_bio-celegans_agd_30_async_label_prop.png,user_caltech_den_0_5_30_async_label_prop.png,user_bio-diseasome_ecc_30_async_label_prop.png,user_bio-diseasome_pr_0_85_30_async_label_prop.png,user_bio-diseasome.png
1242,1,,,,,2.965,Option 4,user_bio-celegans_den_0_5_10_connected_components.png,user_bcsstk20_ecc_10_connected_components.png,user_bio-celegans_fv_10_connected_components.png,user_map_of_science_den_0_5_10_connected_components.png,user_bio-celegans.png
1244,1,,,,,2.861,Option 2,"user_ring_of_cliques(6,70)_den_0_5_6_async_label_prop.png","user_ring_of_cliques(6,70)_fv_6_async_label_prop.png","user_barbell_graph(50,20)_pr_0_85_6_async_label_prop.png",user_bn-mouse-visual-cortex-2_fv_6_async_label_prop.png,"user_ring_of_cliques(6,70).png"
1246,1,,,,,2.863,Option 3,user_circular_ladder_graph(100)_pr_0_85_30_connected_components.png,"user_watts_strogatz_graph(100,5,0.05)_pr_0_85_30_connected_components.png",user_bcsstk22_pr_0_85_30_connected_components.png,user_bcsstk22_den_0_5_30_connected_components.png,user_bcsstk22.png
1248,1,,,,,2.037,Option 4,user_hic_5k_net_6_fv_30_connected_components.png,"user_connected_caveman_graph(15,30)_den_0_5_30_connected_components.png",user_enron-email_fv_30_connected_components.png,user_hic_5k_net_6_agd_30_connected_components.png,user_hic_5k_net_6.png
1250,1,,,,,3.2,Option 3,"user_barbell_graph(50,20)_fv_20_async_label_prop.png",user_dorogovtsev_goltsev_mendes_graph(5)_den_0_5_20_async_label_prop.png,"user_barbell_graph(50,20)_pr_0_85_20_async_label_prop.png",user_enron-email_agd_20_async_label_prop.png,"user_barbell_graph(50,20).png"
1252,1,,,,,2.627,Option 3,user_circular_ladder_graph(100)_agd_10_modularity.png,user_bcsstk20_fv_10_modularity.png,"user_watts_strogatz_graph(100,5,0.05)_agd_10_modularity.png","user_watts_strogatz_graph(100,5,0.05)_fv_10_modularity.png","user_watts_strogatz_graph(100,5,0.05).png"
1254,1,,,,,2.93,Option 2,user_map_of_science_agd_20_connected_components.png,user_movies_pr_0_85_20_connected_components.png,user_hic_5k_net_6_ecc_20_connected_components.png,user_movies_ecc_20_connected_components.png,user_movies.png
1256,1,,,,,5.028,Option 3,user_bn-mouse-visual-cortex-2_fv_6_connected_components.png,user_bn-mouse-visual-cortex-2_ecc_6_connected_components.png,user_map_of_science_den_0_5_6_connected_components.png,"user_ring_of_cliques(6,70)_fv_6_connected_components.png",user_bn-mouse-visual-cortex-2.png
1258,1,,,,,5.874,Option 2,"user_ring_of_cliques(6,70)_den_0_5_20_connected_components.png",user_bio-celegans_den_0_5_20_connected_components.png,user_enron-email_pr_0_85_20_connected_components.png,user_enron-email_fv_20_connected_components.png,user_enron-email.png
1260,1,,,,,2.767,Option 1,user_bcsstk20_fv_10_async_label_prop.png,user_bcsstk_den_0_5_10_async_label_prop.png,user_bcsstk20_ecc_10_async_label_prop.png,"user_random_lobster(100,0_6,0_4)_agd_10_async_label_prop.png",user_bcsstk20.png
1262,1,,,,,2.549,Option 3,user_circular_ladder_graph(100)_agd_10_modularity.png,"user_ring_of_cliques(6,70)_fv_10_modularity.png",user_bio-celegans_agd_10_modularity.png,user_bio-celegans_fv_10_modularity.png,user_bio-celegans.png
1264,1,,,,,2.357,Option 1,user_usair97_pr_0_85_30_async_label_prop.png,user_circular_ladder_graph(100)_ecc_30_async_label_prop.png,"user_barbell_graph(50,20)_fv_30_async_label_prop.png",user_usair97_den_0_5_30_async_label_prop.png,user_usair97.png
1266,1,,,,,4.278,Option 2,user_dorogovtsev_goltsev_mendes_graph(5)_pr_0_85_6_connected_components.png,"user_connected_caveman_graph(15,30)_ecc_6_connected_components.png",user_bcsstk22_fv_6_connected_components.png,"user_connected_caveman_graph(15,30)_fv_6_connected_components.png","user_connected_caveman_graph(15,30).png"
1268,1,,,,,3.692,Option 4,user_map_of_science_fv_20_async_label_prop.png,"user_watts_strogatz_graph(100,5,0.05)_ecc_20_async_label_prop.png",user_enron-email_agd_20_async_label_prop.png,user_enron-email_ecc_20_async_label_prop.png,user_enron-email.png
1270,1,,,,,3.116,Option 2,"user_watts_strogatz_graph(100,5,0.05)_pr_0_85_30_connected_components.png",user_movies_den_0_5_30_connected_components.png,"user_watts_strogatz_graph(100,5,0.05)_den_0_5_30_connected_components.png",user_bn-mouse-visual-cortex-2_pr_0_85_30_connected_components.png,"user_watts_strogatz_graph(100,5,0.05).png"
1272,1,,,,,3.944,Option 2,user_hic_5k_net_6_pr_0_85_20_modularity.png,user_movies_ecc_20_modularity.png,user_movies_den_0_5_20_modularity.png,"user_barbell_graph(50,20)_den_0_5_20_modularity.png",user_movies.png
1274,1,,,,,2.793,Option 2,user_hic_5k_net_6_den_0_5_6_async_label_prop.png,user_map_of_science_ecc_6_async_label_prop.png,user_bio-diseasome_fv_6_async_label_prop.png,user_map_of_science_pr_0_85_6_async_label_prop.png,user_map_of_science.png
1276,1,,,,,3.42,Option 4,user_bcsstk_ecc_10_connected_components.png,user_bcsstk_agd_10_connected_components.png,user_bio-celegans_den_0_5_10_connected_components.png,user_hic_5k_net_6_fv_10_connected_components.png,user_bcsstk.png
1278,1,,,,,5.259,Option 1,user_caltech_ecc_6_modularity.png,"user_random_lobster(100,0_6,0_4)_pr_0_85_6_modularity.png",user_caltech_den_0_5_6_modularity.png,"user_watts_strogatz_graph(100,5,0.05)_fv_6_modularity.png",user_caltech.png
1280,1,,,,,1.965,Option 2,user_bio-celegans_agd_10_async_label_prop.png,user_bn-mouse-visual-cortex-2_pr_0_85_10_async_label_prop.png,user_bn-mouse-visual-cortex-2_den_0_5_10_async_label_prop.png,user_dorogovtsev_goltsev_mendes_graph(5)_ecc_10_async_label_prop.png,user_bn-mouse-visual-cortex-2.png
1282,1,,,,,2.483,Option 4,user_dorogovtsev_goltsev_mendes_graph(5)_agd_20_async_label_prop.png,user_bio-diseasome_agd_20_async_label_prop.png,user_movies_fv_20_async_label_prop.png,user_dorogovtsev_goltsev_mendes_graph(5)_pr_0_85_20_async_label_prop.png,user_dorogovtsev_goltsev_mendes_graph(5).png
1284,1,,,,,2.746,Option 4,user_enron-email_pr_0_85_20_modularity.png,"user_watts_strogatz_graph(100,5,0.05)_pr_0_85_20_modularity.png",user_bcsstk22_agd_20_modularity.png,user_bcsstk22_pr_0_85_20_modularity.png,user_bcsstk22.png
1286,1,,,,,4.682,Option 3,user_bcsstk_fv_20_async_label_prop.png,user_bcsstk_pr_0_85_20_async_label_prop.png,user_circular_ladder_graph(100)_pr_0_85_20_async_label_prop.png,user_hic_5k_net_6_den_0_5_20_async_label_prop.png,user_bcsstk.png
1288,1,,,,,3.342,Option 2,user_bio-diseasome_fv_10_async_label_prop.png,user_bio-diseasome_den_0_5_10_async_label_prop.png,user_hic_5k_net_6_den_0_5_10_async_label_prop.png,user_usair97_ecc_10_async_label_prop.png,user_bio-diseasome.png
1290,1,,,,,3.564,Option 4,user_circular_ladder_graph(100)_fv_10_modularity.png,"user_connected_caveman_graph(15,30)_fv_10_modularity.png",user_bcsstk22_den_0_5_10_modularity.png,"user_connected_caveman_graph(15,30)_pr_0_85_10_modularity.png","user_connected_caveman_graph(15,30).png"
1292,1,,,,,5.197,Option 1,user_circular_ladder_graph(100)_fv_10_connected_components.png,user_map_of_science_den_0_5_10_connected_components.png,user_dorogovtsev_goltsev_mendes_graph(5)_fv_10_connected_components.png,user_map_of_science_agd_10_connected_components.png,user_map_of_science.png
1294,1,,,,,3.21,Option 1,"user_random_lobster(100,0_6,0_4)_agd_20_connected_components.png","user_connected_caveman_graph(15,30)_agd_20_connected_components.png","user_random_lobster(100,0_6,0_4)_fv_20_connected_components.png",user_bn-mouse-visual-cortex-2_den_0_5_20_connected_components.png,"user_random_lobster(100,0_6,0_4).png"
1296,1,,,,,1.503,Option 1,"user_barbell_graph(50,20)_den_0_5_20_async_label_prop.png","user_watts_strogatz_graph(100,5,0.05)_agd_20_async_label_prop.png",user_usair97_ecc_20_async_label_prop.png,"user_barbell_graph(50,20)_pr_0_85_20_async_label_prop.png","user_barbell_graph(50,20).png"
1298,1,,,,,4.789,Unsure,user_circular_ladder_graph(100)_agd_10_modularity.png,user_movies_agd_10_modularity.png,user_circular_ladder_graph(100)_ecc_10_modularity.png,"user_random_lobster(100,0_6,0_4)_agd_10_modularity.png",user_circular_ladder_graph(100).png
1300,1,,,,,5.87,Option 2,user_dorogovtsev_goltsev_mendes_graph(5)_fv_20_async_label_prop.png,user_dorogovtsev_goltsev_mendes_graph(5)_ecc_20_async_label_prop.png,user_bcsstk_agd_20_async_label_prop.png,user_enron-email_pr_0_85_20_async_label_prop.png,user_dorogovtsev_goltsev_mendes_graph(5).png
1302,1,,,,,2.409,Option 1,user_bcsstk22_agd_6_connected_components.png,"user_random_lobster(100,0_6,0_4)_agd_6_connected_components.png",user_bn-mouse-visual-cortex-2_ecc_6_connected_components.png,"user_random_lobster(100,0_6,0_4)_pr_0_85_6_connected_components.png","user_random_lobster(100,0_6,0_4).png"
1304,1,,,,,3.008,Option 4,user_caltech_fv_20_async_label_prop.png,user_dorogovtsev_goltsev_mendes_graph(5)_pr_0_85_20_async_label_prop.png,"user_barbell_graph(50,20)_ecc_20_async_label_prop.png",user_caltech_ecc_20_async_label_prop.png,user_caltech.png
1762,2,35,F,Y,4,,,,,,,
1766,2,,,,,12.553,Option 2,"user_barbell_graph(50,20)_ecc_10_modularity.png","user_watts_strogatz_graph(100,5,0.05)_agd_10_modularity.png","user_watts_strogatz_graph(100,5,0.05)_pr_0_85_10_modularity.png",user_bcsstk22_ecc_10_modularity.png,"user_watts_strogatz_graph(100,5,0.05).png"
1768,2,,,,,10.488,Option 2,"user_connected_caveman_graph(15,30)_fv_30_modularity.png","user_connected_caveman_graph(15,30)_ecc_30_modularity.png",user_usair97_pr_0_85_30_modularity.png,user_bio-diseasome_fv_30_modularity.png,"user_connected_caveman_graph(15,30).png"
1770,2,,,,,17.007,Expired,user_caltech_ecc_10_modularity.png,user_circular_ladder_graph(100)_ecc_10_modularity.png,user_bio-celegans_ecc_10_modularity.png,user_circular_ladder_graph(100)_den_0_5_10_modularity.png,user_circular_ladder_graph(100).png
1772,2,,,,,7.367,Option 1,user_hic_5k_net_6_pr_0_85_30_async_label_prop.png,"user_ring_of_cliques(6,70)_fv_30_async_label_prop.png","user_barbell_graph(50,20)_pr_0_85_30_async_label_prop.png",user_hic_5k_net_6_den_0_5_30_async_label_prop.png,user_hic_5k_net_6.png
1774,2,,,,,6.621,Option 3,user_bcsstk22_den_0_5_10_connected_components.png,user_bcsstk20_ecc_10_connected_components.png,user_bcsstk22_agd_10_connected_components.png,"user_connected_caveman_graph(15,30)_agd_10_connected_components.png",user_bcsstk22.png
1778,2,,,,,5.681,Option 1,user_movies_den_0_5_30_modularity.png,"user_connected_caveman_graph(15,30)_agd_30_modularity.png",user_circular_ladder_graph(100)_agd_30_modularity.png,user_circular_ladder_graph(100)_ecc_30_modularity.png,user_circular_ladder_graph(100).png
1780,2,,,,,2.725,Option 3,user_bio-diseasome_pr_0_85_10_modularity.png,user_hic_5k_net_6_fv_10_modularity.png,user_bio-celegans_pr_0_85_10_modularity.png,user_bio-diseasome_den_0_5_10_modularity.png,user_bio-diseasome.png
1784,2,,,,,4.263,Option 1,user_bio-diseasome_ecc_6_modularity.png,"user_connected_caveman_graph(15,30)_den_0_5_6_modularity.png",user_dorogovtsev_goltsev_mendes_graph(5)_pr_0_85_6_modularity.png,"user_connected_caveman_graph(15,30)_agd_6_modularity.png","user_connected_caveman_graph(15,30).png"
1786,2,,,,,5.051,Option 3,user_bio-diseasome_ecc_30_connected_components.png,user_hic_5k_net_6_agd_30_connected_components.png,user_map_of_science_fv_30_connected_components.png,user_map_of_science_pr_0_85_30_connected_components.png,user_map_of_science.png
1790,2,,,,,3.55,Option 1,"user_watts_strogatz_graph(100,5,0.05)_agd_10_modularity.png","user_watts_strogatz_graph(100,5,0.05)_den_0_5_10_modularity.png",user_bcsstk22_fv_10_modularity.png,user_caltech_pr_0_85_10_modularity.png,"user_watts_strogatz_graph(100,5,0.05).png"
1792,2,,,,,4.095,Option 2,user_bio-celegans_agd_20_modularity.png,user_bio-celegans_ecc_20_modularity.png,user_bio-diseasome_agd_20_modularity.png,user_bn-mouse-visual-cortex-2_fv_20_modularity.png,user_bio-celegans.png
1794,2,,,,,5.698,Option 1,user_bn-mouse-visual-cortex-2_fv_20_connected_components.png,user_circular_ladder_graph(100)_ecc_20_connected_components.png,user_bn-mouse-visual-cortex-2_pr_0_85_20_connected_components.png,user_caltech_ecc_20_connected_components.png,user_bn-mouse-visual-cortex-2.png
1798,2,,,,,11.546,Option 4,"user_watts_strogatz_graph(100,5,0.05)_fv_30_connected_components.png",user_usair97_fv_30_connected_components.png,"user_ring_of_cliques(6,70)_ecc_30_connected_components.png",user_usair97_pr_0_85_30_connected_components.png,user_usair97.png
1804,2,,,,,10.173,Option 1,"user_barbell_graph(50,20)_den_0_5_6_modularity.png",user_hic_5k_net_6_den_0_5_6_modularity.png,"user_connected_caveman_graph(15,30)_pr_0_85_6_modularity.png","user_barbell_graph(50,20)_fv_6_modularity.png","user_barbell_graph(50,20).png"
1806,2,,,,,6.167,Option 3,user_enron-email_ecc_10_modularity.png,user_bn-mouse-visual-cortex-2_agd_10_modularity.png,user_enron-email_pr_0_85_10_modularity.png,user_bcsstk20_pr_0_85_10_modularity.png,user_enron-email.png
1808,2,,,,,3.589,Option 1,user_bio-celegans_ecc_6_modularity.png,user_bio-celegans_pr_0_85_6_modularity.png,"user_random_lobster(100,0_6,0_4)_den_0_5_6_modularity.png","user_connected_caveman_graph(15,30)_fv_6_modularity.png",user_bio-celegans.png
1812,2,,,,,4.843,Option 3,"user_barbell_graph(50,20)_agd_20_modularity.png",user_bio-celegans_fv_20_modularity.png,"user_barbell_graph(50,20)_den_0_5_20_modularity.png",user_bcsstk22_pr_0_85_20_modularity.png,"user_barbell_graph(50,20).png"
1814,2,,,,,4.766,Option 3,"user_random_lobster(100,0_6,0_4)_fv_30_connected_components.png","user_barbell_graph(50,20)_pr_0_85_30_connected_components.png","user_random_lobster(100,0_6,0_4)_pr_0_85_30_connected_components.png",user_bn-mouse-visual-cortex-2_agd_30_connected_components.png,"user_random_lobster(100,0_6,0_4).png"
1818,2,,,,,8.771,Option 3,"user_watts_strogatz_graph(100,5,0.05)_pr_0_85_10_async_label_prop.png",user_bn-mouse-visual-cortex-2_ecc_10_async_label_prop.png,user_bcsstk20_fv_10_async_label_prop.png,user_bcsstk20_ecc_10_async_label_prop.png,user_bcsstk20.png
1824,2,,,,,10.05,Option 4,user_bio-diseasome_den_0_5_20_modularity.png,user_bn-mouse-visual-cortex-2_den_0_5_20_modularity.png,user_bcsstk_agd_20_modularity.png,user_bcsstk_fv_20_modularity.png,user_bcsstk.png
1828,2,,,,,3.608,Option 2,user_hic_5k_net_6_den_0_5_6_connected_components.png,user_circular_ladder_graph(100)_pr_0_85_6_connected_components.png,user_bio-celegans_pr_0_85_6_connected_components.png,user_hic_5k_net_6_pr_0_85_6_connected_components.png,user_hic_5k_net_6.png
1832,2,,,,,17.351,Expired,user_enron-email_den_0_5_30_connected_components.png,user_caltech_agd_30_connected_components.png,user_bcsstk20_pr_0_85_30_connected_components.png,user_caltech_ecc_30_connected_components.png,user_caltech.png
1838,2,,,,,17.013,Expired,user_map_of_science_agd_6_connected_components.png,"user_ring_of_cliques(6,70)_pr_0_85_6_connected_components.png",user_bcsstk20_ecc_6_connected_components.png,user_map_of_science_fv_6_connected_components.png,user_map_of_science.png
1842,2,,,,,4.901,Option 2,user_caltech_pr_0_85_20_modularity.png,user_caltech_den_0_5_20_modularity.png,"user_ring_of_cliques(6,70)_agd_20_modularity.png",user_dorogovtsev_goltsev_mendes_graph(5)_ecc_20_modularity.png,user_caltech.png
1846,2,,,,,8.008,Option 3,user_dorogovtsev_goltsev_mendes_graph(5)_den_0_5_20_connected_components.png,user_map_of_science_fv_20_connected_components.png,user_dorogovtsev_goltsev_mendes_graph(5)_agd_20_connected_components.png,user_bio-celegans_den_0_5_20_connected_components.png,user_dorogovtsev_goltsev_mendes_graph(5).png
1850,2,,,,,8.083,Option 1,"user_ring_of_cliques(6,70)_agd_30_modularity.png",user_enron-email_fv_30_modularity.png,"user_ring_of_cliques(6,70)_pr_0_85_30_modularity.png","user_connected_caveman_graph(15,30)_ecc_30_modularity.png","user_ring_of_cliques(6,70).png"
1854,2,,,,,5.391,Option 4,user_bio-diseasome_ecc_10_connected_components.png,user_bcsstk_fv_10_connected_components.png,"user_random_lobster(100,0_6,0_4)_agd_10_connected_components.png",user_bcsstk_den_0_5_10_connected_components.png,user_bcsstk.png
1858,2,,,,,5.163,Option 2,"user_watts_strogatz_graph(100,5,0.05)_pr_0_85_20_async_label_prop.png",user_usair97_agd_20_async_label_prop.png,"user_random_lobster(100,0_6,0_4)_agd_20_async_label_prop.png",user_usair97_ecc_20_async_label_prop.png,user_usair97.png
1862,2,,,,,8.087,Option 1,user_bcsstk20_ecc_30_modularity.png,user_bcsstk20_den_0_5_30_modularity.png,user_bcsstk_ecc_30_modularity.png,user_dorogovtsev_goltsev_mendes_graph(5)_agd_30_modularity.png,user_bcsstk20.png
1864,2,,,,,3.474,Option 1,user_bcsstk22_pr_0_85_30_modularity.png,user_map_of_science_ecc_30_modularity.png,"user_barbell_graph(50,20)_agd_30_modularity.png",user_bcsstk22_den_0_5_30_modularity.png,user_bcsstk22.png
1868,2,,,,,3.814,Option 1,user_enron-email_agd_30_async_label_prop.png,user_dorogovtsev_goltsev_mendes_graph(5)_ecc_30_async_label_prop.png,user_enron-email_ecc_30_async_label_prop.png,"user_barbell_graph(50,20)_den_0_5_30_async_label_prop.png",user_enron-email.png
1870,2,,,,,4.391,Option 2,user_movies_agd_20_async_label_prop.png,user_movies_fv_20_async_label_prop.png,user_bcsstk20_agd_20_async_label_prop.png,user_usair97_fv_20_async_label_prop.png,user_movies.png
1872,2,,,,,2.519,Option 2,user_bio-celegans_pr_0_85_10_connected_components.png,user_bio-diseasome_ecc_10_connected_components.png,user_bio-diseasome_fv_10_connected_components.png,"user_ring_of_cliques(6,70)_den_0_5_10_connected_components.png",user_bio-diseasome.png
1874,2,,,,,2.973,Option 1,user_movies_pr_0_85_6_connected_components.png,user_bcsstk20_agd_6_connected_components.png,user_movies_fv_6_connected_components.png,"user_random_lobster(100,0_6,0_4)_agd_6_connected_components.png",user_movies.png
1880,2,,,,,9.921,Option 3,user_dorogovtsev_goltsev_mendes_graph(5)_ecc_20_modularity.png,user_dorogovtsev_goltsev_mendes_graph(5)_pr_0_85_20_modularity.png,"user_ring_of_cliques(6,70)_den_0_5_20_modularity.png",user_bcsstk20_fv_20_modularity.png,user_dorogovtsev_goltsev_mendes_graph(5).png
1884,2,,,,,7.201,Option 3,user_circular_ladder_graph(100)_fv_20_connected_components.png,"user_random_lobster(100,0_6,0_4)_fv_20_connected_components.png",user_dorogovtsev_goltsev_mendes_graph(5)_ecc_20_connected_components.png,"user_random_lobster(100,0_6,0_4)_agd_20_connected_components.png","user_random_lobster(100,0_6,0_4).png"
1886,2,,,,,2.509,Option 2,user_hic_5k_net_6_agd_10_modularity.png,user_bn-mouse-visual-cortex-2_ecc_10_modularity.png,"user_connected_caveman_graph(15,30)_pr_0_85_10_modularity.png",user_bn-mouse-visual-cortex-2_agd_10_modularity.png,user_bn-mouse-visual-cortex-2.png
2008,3,35,F,Y,3,,,,,,,
2012,3,,,,,7.7,Option 4,user_bio-celegans_ecc_10_async_label_prop.png,user_circular_ladder_graph(100)_den_0_5_10_async_label_prop.png,user_movies_pr_0_85_10_async_label_prop.png,user_circular_ladder_graph(100)_ecc_10_async_label_prop.png,user_circular_ladder_graph(100).png
2014,3,,,,,4.17,Option 1,"user_ring_of_cliques(6,70)_ecc_10_modularity.png","user_connected_caveman_graph(15,30)_den_0_5_10_modularity.png",user_map_of_science_ecc_10_modularity.png,"user_ring_of_cliques(6,70)_agd_10_modularity.png","user_ring_of_cliques(6,70).png"
2016,3,,,,,4.093,Option 2,user_bio-celegans_ecc_20_connected_components.png,"user_watts_strogatz_graph(100,5,0.05)_ecc_20_connected_components.png",user_bcsstk_fv_20_connected_components.png,"user_watts_strogatz_graph(100,5,0.05)_fv_20_connected_components.png","user_watts_strogatz_graph(100,5,0.05).png"
2018,3,,,,,5.386,Option 2,user_usair97_agd_30_modularity.png,user_usair97_den_0_5_30_modularity.png,user_map_of_science_den_0_5_30_modularity.png,user_enron-email_fv_30_modularity.png,user_usair97.png
2020,3,,,,,2.461,Option 2,user_map_of_science_ecc_30_async_label_prop.png,user_dorogovtsev_goltsev_mendes_graph(5)_fv_30_async_label_prop.png,user_bio-diseasome_agd_30_async_label_prop.png,user_dorogovtsev_goltsev_mendes_graph(5)_pr_0_85_30_async_label_prop.png,user_dorogovtsev_goltsev_mendes_graph(5).png
2022,3,,,,,6.179,Option 3,"user_connected_caveman_graph(15,30)_agd_6_connected_components.png",user_circular_ladder_graph(100)_pr_0_85_6_connected_components.png,"user_connected_caveman_graph(15,30)_den_0_5_6_connected_components.png","user_barbell_graph(50,20)_den_0_5_6_connected_components.png","user_connected_caveman_graph(15,30).png"
2024,3,,,,,1.978,Option 3,user_bio-celegans_den_0_5_10_async_label_prop.png,user_bn-mouse-visual-cortex-2_pr_0_85_10_async_label_prop.png,user_bcsstk22_fv_10_async_label_prop.png,user_bcsstk22_ecc_10_async_label_prop.png,user_bcsstk22.png
2026,3,,,,,3.463,Option 4,"user_random_lobster(100,0_6,0_4)_fv_20_modularity.png","user_barbell_graph(50,20)_fv_20_modularity.png",user_map_of_science_pr_0_85_20_modularity.png,"user_barbell_graph(50,20)_ecc_20_modularity.png","user_barbell_graph(50,20).png"
2028,3,,,,,2.039,Option 4,user_bcsstk20_agd_30_async_label_prop.png,user_bcsstk_ecc_30_async_label_prop.png,user_map_of_science_fv_30_async_label_prop.png,user_bcsstk_pr_0_85_30_async_label_prop.png,user_bcsstk.png
2030,3,,,,,3.106,Option 4,user_circular_ladder_graph(100)_pr_0_85_6_async_label_prop.png,user_bcsstk20_fv_6_async_label_prop.png,user_bio-diseasome_agd_6_async_label_prop.png,user_bio-diseasome_ecc_6_async_label_prop.png,user_bio-diseasome.png
2032,3,,,,,2.807,Option 2,user_bcsstk22_ecc_20_async_label_prop.png,user_bcsstk22_den_0_5_20_async_label_prop.png,user_bn-mouse-visual-cortex-2_pr_0_85_20_async_label_prop.png,"user_watts_strogatz_graph(100,5,0.05)_pr_0_85_20_async_label_prop.png",user_bcsstk22.png
2034,3,,,,,2.881,Option 2,user_enron-email_den_0_5_10_async_label_prop.png,user_bcsstk_ecc_10_async_label_prop.png,user_bcsstk_agd_10_async_label_prop.png,user_circular_ladder_graph(100)_pr_0_85_10_async_label_prop.png,user_bcsstk.png
2036,3,,,,,2.84,Option 3,"user_connected_caveman_graph(15,30)_den_0_5_10_modularity.png",user_bcsstk_den_0_5_10_modularity.png,"user_ring_of_cliques(6,70)_ecc_10_modularity.png","user_ring_of_cliques(6,70)_pr_0_85_10_modularity.png","user_ring_of_cliques(6,70).png"
2038,3,,,,,3.904,Option 4,user_bcsstk20_den_0_5_10_modularity.png,user_map_of_science_agd_10_modularity.png,user_bio-diseasome_ecc_10_modularity.png,user_bcsstk20_agd_10_modularity.png,user_bcsstk20.png
2040,3,,,,,2.725,Option 1,user_hic_5k_net_6_pr_0_85_20_modularity.png,user_hic_5k_net_6_ecc_20_modularity.png,user_circular_ladder_graph(100)_agd_20_modularity.png,"user_watts_strogatz_graph(100,5,0.05)_den_0_5_20_modularity.png",user_hic_5k_net_6.png
2042,3,,,,,3.91,Option 1,user_bcsstk20_ecc_6_async_label_prop.png,user_circular_ladder_graph(100)_agd_6_async_label_prop.png,user_circular_ladder_graph(100)_den_0_5_6_async_label_prop.png,user_movies_den_0_5_6_async_label_prop.png,user_circular_ladder_graph(100).png
2044,3,,,,,4.525,Option 1,user_map_of_science_den_0_5_10_connected_components.png,user_bcsstk20_agd_10_connected_components.png,user_caltech_den_0_5_10_connected_components.png,user_map_of_science_pr_0_85_10_connected_components.png,user_map_of_science.png
2046,3,,,,,1.747,Option 3,user_hic_5k_net_6_ecc_20_modularity.png,user_enron-email_fv_20_modularity.png,user_hic_5k_net_6_agd_20_modularity.png,"user_connected_caveman_graph(15,30)_pr_0_85_20_modularity.png",user_hic_5k_net_6.png
2048,3,,,,,4.642,Option 3,user_movies_agd_20_connected_components.png,user_enron-email_den_0_5_20_connected_components.png,user_enron-email_agd_20_connected_components.png,"user_watts_strogatz_graph(100,5,0.05)_fv_20_connected_components.png",user_enron-email.png
2050,3,,,,,2.087,Option 1,"user_watts_strogatz_graph(100,5,0.05)_agd_10_modularity.png",user_dorogovtsev_goltsev_mendes_graph(5)_den_0_5_10_modularity.png,user_circular_ladder_graph(100)_den_0_5_10_modularity.png,"user_watts_strogatz_graph(100,5,0.05)_ecc_10_modularity.png","user_watts_strogatz_graph(100,5,0.05).png"
2052,3,,,,,2.572,Option 2,user_circular_ladder_graph(100)_ecc_30_modularity.png,user_dorogovtsev_goltsev_mendes_graph(5)_fv_30_modularity.png,user_bio-celegans_fv_30_modularity.png,user_dorogovtsev_goltsev_mendes_graph(5)_pr_0_85_30_modularity.png,user_dorogovtsev_goltsev_mendes_graph(5).png
2054,3,,,,,2.042,Option 1,user_bio-diseasome_ecc_30_connected_components.png,user_bio-celegans_ecc_30_connected_components.png,"user_ring_of_cliques(6,70)_pr_0_85_30_connected_components.png",user_bio-diseasome_pr_0_85_30_connected_components.png,user_bio-diseasome.png
2056,3,,,,,1.768,Option 3,user_enron-email_pr_0_85_20_connected_components.png,user_dorogovtsev_goltsev_mendes_graph(5)_den_0_5_20_connected_components.png,user_enron-email_den_0_5_20_connected_components.png,"user_barbell_graph(50,20)_ecc_20_connected_components.png",user_enron-email.png
2058,3,,,,,1.753,Option 4,user_enron-email_pr_0_85_20_async_label_prop.png,user_hic_5k_net_6_pr_0_85_20_async_label_prop.png,"user_random_lobster(100,0_6,0_4)_fv_20_async_label_prop.png","user_random_lobster(100,0_6,0_4)_den_0_5_20_async_label_prop.png","user_random_lobster(100,0_6,0_4).png"
2060,3,,,,,3.803,Option 4,user_bcsstk20_pr_0_85_30_connected_components.png,user_caltech_fv_30_connected_components.png,user_map_of_science_agd_30_connected_components.png,user_caltech_ecc_30_connected_components.png,user_caltech.png
